id,ident,name,name_zh,source
4051,LFAG,Péronne Saint-Quentin Airfield,佩罗讷-圣康坦机场,llm:codex:deepseek-v4.1-flash
4056,LFAV,Valenciennes-Denain Airfield,瓦朗谢讷-德南机场,llm:codex:deepseek-v4.1-flash
4057,LFAY,Amiens Glisy Airfield,亚眠-格利西机场,llm:codex:deepseek-v4.1-flash
4059,LFBC,Cazaux (BA 120) Air Base,卡佐空军基地,llm:codex:deepseek-v4.1-flash
4062,LFBF,Toulouse-Francazal (BA 101) Air Base,图卢兹-弗朗卡扎尔空军基地,llm:codex:deepseek-v4.1-flash
4063,LFBG,Cognac-Châteaubernard (BA 709) Air Base,科尼亚克-沙托贝尔纳尔空军基地,llm:codex:deepseek-v4.1-flash
4066,LFBK,Montluçon-Guéret Airport,蒙吕松-盖雷机场,llm:codex:deepseek-v4.1-flash
4068,LFBM,Mont-de-Marsan (BA 118) Air Base,蒙德马桑空军基地,llm:codex:deepseek-v4.1-flash
4069,LFBN,Niort - Marais Poitevin Airport,尼奥尔-普瓦图沼泽机场,llm:codex:deepseek-v4.1-flash
4078,LFCC,Cahors Lalbenque airport,卡奥尔-拉尔邦克机场,llm:codex:deepseek-v4.1-flash
4079,LFCG,Aérodrome de Saint-Girons - Antichan,圣吉龙-昂蒂尚机场,llm:codex:deepseek-v4.1-flash
4080,LFCH,Aérodrome d'Arcachon-La Teste-de-Buch,阿卡雄-拉泰斯特德比什机场,llm:codex:deepseek-v4.1-flash
4081,LFCI,Albi Le Sequestre airport,阿尔比-勒塞凯斯特尔机场,llm:codex:deepseek-v4.1-flash
4089,LFCY,Royan-Médis Airport,鲁瓦扬-梅迪机场,llm:codex:deepseek-v4.1-flash
4093,LFDH,Auch Gers Airfield,欧什-热尔机场,llm:codex:deepseek-v4.1-flash
4097,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,罗什福尔-圣阿尼昂机场,llm:codex:deepseek-v4.1-flash
4109,LFGW,Verdun-Le Rozelier Airfield,凡尔登-勒罗泽利耶机场,llm:codex:deepseek-v4.1-flash
4110,LFHO,Aubenas-South Ardèche Airport,欧布纳-南阿尔代什机场,llm:codex:deepseek-v4.1-flash
4128,LFKS,Solenzara (BA 126) Air Base,索伦扎拉空军基地,llm:codex:deepseek-v4.1-flash
4130,LFLA,Auxerre Branches airport,欧塞尔-布朗什机场,llm:codex:deepseek-v4.1-flash
4138,LFLM,Mâcon-Charnay Airfield,马孔-沙尔奈机场,llm:codex:deepseek-v4.1-flash
4140,LFLO,Roanne-Renaison Airport,罗阿讷-勒奈松机场,llm:codex:deepseek-v4.1-flash
4145,LFLV,Vichy-Charmeil Airport,维希-沙尔梅伊机场,llm:codex:deepseek-v4.1-flash
4150,LFMC,Le Luc-Le Cannet Airfield,勒吕克-勒卡内机场,llm:codex:deepseek-v4.1-flash
4153,LFMI,Istres-Le Tubé Air Base,伊斯特尔-勒图贝空军基地,llm:codex:deepseek-v4.1-flash
4157,LFMO,Orange-Caritat (BA 115) Air Base,奥朗日-卡里塔空军基地,llm:codex:deepseek-v4.1-flash
4159,LFMQ,Le Castellet Airport,勒卡斯特莱机场,llm:codex:deepseek-v4.1-flash
4160,LFMS,Aérodrome d'Alès Cévennes,阿莱斯-塞文机场,llm:codex:deepseek-v4.1-flash
4164,LFMY,Salon-de-Provence (BA 701) Air Base,普罗旺斯地区萨隆空军基地,llm:codex:deepseek-v4.1-flash
4166,LFNB,Mende-Brenoux Airfield,芒德-布勒努机场,llm:codex:deepseek-v4.1-flash
4168,LFOA,Avord (BA 702) Air Base,阿沃尔空军基地,llm:codex:deepseek-v4.1-flash
4170,LFOC,Châteaudun Airfield,沙托丹机场,llm:codex:deepseek-v4.1-flash
4172,LFOE,Évreux-Fauville (BA 105) Air Base,埃夫勒-福维尔空军基地,llm:codex:deepseek-v4.1-flash
4174,LFOI,Abbeville-Buigny Baie de Somme Airfield,阿布维尔-比尼索姆湾机场,llm:codex:deepseek-v4.1-flash
4175,LFOJ,Orléans-Bricy (BA 123) Air Base,奥尔良-布里西空军基地,llm:codex:deepseek-v4.1-flash
4187,LFPM,Melun-Villaroche Airfield,默伦-维拉罗什机场,llm:codex:deepseek-v4.1-flash
4188,LFPN,Toussus-le-Noble Airport,图叙勒诺布尔机场,llm:codex:deepseek-v4.1-flash
4190,LFPT,Pontoise-Cormeilles Aerodrome,蓬图瓦兹-科尔梅耶机场,llm:codex:deepseek-v4.1-flash
4191,LFPV,Vélizy-Villacoublay Air Base,韦利济-维拉库布莱空军基地,llm:codex:deepseek-v4.1-flash
4193,LFQB,Troyes-Barberey Airport,特鲁瓦-巴伯雷机场,llm:codex:deepseek-v4.1-flash
4195,LFQE,Lieutenant Étienne Mantoux Air Base,艾蒂安·芒图中尉空军基地,llm:codex:deepseek-v4.1-flash
4201,LFQP,Phalsbourg-Bourscheid Air Base,法尔斯堡-布尔沙伊德空军基地,llm:codex:deepseek-v4.1-flash
4203,LFQT,Merville-Calonne Airport,梅维尔-卡洛讷机场,llm:codex:deepseek-v4.1-flash
4204,LFQV,Charleville-Mézières Ardennes-Etienne Riché Airfield,沙勒维尔-梅济耶尔阿登-艾蒂安·里谢机场,llm:codex:deepseek-v4.1-flash
4205,LFQW,Vesoul-Frotey Airfield,沃苏勒-弗罗泰机场,llm:codex:deepseek-v4.1-flash
4210,LFRF,Granville Airport,格朗维尔机场,llm:codex:deepseek-v4.1-flash
4216,LFRL,Lanvéoc-Poulmic Air Base,朗韦奥克-普尔米克空军基地,llm:codex:deepseek-v4.1-flash
4232,LFSI,Saint-Dizier – Robinson Air Base,圣迪济耶-罗宾逊空军基地,llm:codex:deepseek-v4.1-flash
4233,LFSM,Montbéliard-Courcelles Airfield,蒙贝利亚尔-库尔塞勒机场,llm:codex:deepseek-v4.1-flash
4235,LFSO,Nancy-Ochey (BA 133) Air Base,南锡-奥谢空军基地,llm:codex:deepseek-v4.1-flash
4239,LFSX,Luxeuil-Saint-Sauveur (BA 116) Air Base,吕克瑟伊-圣索沃尔空军基地,llm:codex:deepseek-v4.1-flash
4246,LFXA,Ambérieu Air Base (BA 278),昂贝里厄空军基地,llm:codex:deepseek-v4.1-flash
4248,LGAD,Andravida Air Base,安德拉维达空军基地,llm:codex:deepseek-v4.1-flash
4254,LGEL,Elefsis Air Base,埃莱夫西斯空军基地,llm:codex:deepseek-v4.1-flash
4257,LGIO,Ioannina King Pyrrhus National Airport,约阿尼纳皮洛士国王国家机场,llm:codex:deepseek-v4.1-flash
4269,LGKZ,Kozani National Airport Filippos,科扎尼菲利波斯国家机场,llm:codex:deepseek-v4.1-flash
4287,LGST,Sitia Airport,锡蒂亚机场,llm:codex:deepseek-v4.1-flash
4290,LGTG,Tanagra Air Base,塔纳格拉空军基地,llm:codex:deepseek-v4.1-flash
4302,LHPP,Pécs-Pogány International Airport,佩奇-波加尼国际机场,llm:codex:deepseek-v4.1-flash
4303,LHPR,Győr-Pér Airport,杰尔-佩尔机场,llm:codex:deepseek-v4.1-flash
4308,LIBA,Amendola Air Base,阿门多拉空军基地,llm:codex:deepseek-v4.1-flash
4311,LIBF,Foggia Gino Lisa Airport,福贾吉诺·利萨机场,llm:codex:deepseek-v4.1-flash
4312,LIBG,Taranto-Grottaglie Marcello Arlotta Airport,塔兰托-格罗塔列机场,llm:codex:deepseek-v4.1-flash
4313,LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,莱切加拉蒂纳空军基地,llm:codex:deepseek-v4.1-flash
4316,LIBV,Gioia del Colle Antonio Ramirez Air Base,焦亚德尔科莱空军基地,llm:codex:deepseek-v4.1-flash
4322,LICP,Palermo-Boccadifalco Airport,巴勒莫-博卡迪法尔科机场,llm:codex:deepseek-v4.1-flash
4325,LICZ,Sigonella Navy Air Base,锡戈内拉海军航空基地,llm:codex:deepseek-v4.1-flash
4329,LIDT,Trento-Mattarello Airport,特伦托-马塔雷洛机场,llm:codex:deepseek-v4.1-flash
4334,LIET,Tortolì Airport,托尔托利机场,llm:codex:deepseek-v4.1-flash
4335,LILE,Biella-Cerrione Airfield,比耶拉-切里奥内机场,llm:codex:deepseek-v4.1-flash
4337,LILN,Varese-Venegono Airport,瓦雷泽-韦内戈诺机场,llm:codex:deepseek-v4.1-flash
4338,LIMA,Torino-Aeritalia Airport,都灵-阿埃里塔利亚机场,llm:codex:deepseek-v4.1-flash
4346,LIMN,Cameri Air Base,卡梅里空军基地,llm:codex:deepseek-v4.1-flash
4348,LIMS,Piacenza San Damiano Air Base,皮亚琴察圣达米亚诺空军基地,llm:codex:deepseek-v4.1-flash
4353,LIPC,Cervia Air Base,切尔维亚空军基地,llm:codex:deepseek-v4.1-flash
4356,LIPI,Udine-Rivolto Air Base,乌迪内-里沃尔托空军基地,llm:codex:deepseek-v4.1-flash
4358,LIPL,Ghedi Air Base,盖迪空军基地,llm:codex:deepseek-v4.1-flash
4363,LIPS,Istrana Air Base,伊斯特拉纳空军基地,llm:codex:deepseek-v4.1-flash
4365,LIPU,Padova Gino Allegri Airfield,帕多瓦吉诺·阿莱格里机场,llm:codex:deepseek-v4.1-flash
4369,LIQS,Siena-Ampugnano Airport,锡耶纳-安普尼亚诺机场,llm:codex:deepseek-v4.1-flash
4371,LIRE,Pratica di Mare Air Base,普拉蒂卡迪马雷空军基地,llm:codex:deepseek-v4.1-flash
4373,LIRG,Guidonia Air Base,圭多尼亚空军基地,llm:codex:deepseek-v4.1-flash
4375,LIRJ,Marina di Campo Airport,马里纳迪坎波机场,llm:codex:deepseek-v4.1-flash
4376,LIRL,Latina Air Base,拉蒂纳空军基地,llm:codex:deepseek-v4.1-flash
4377,LIRM,Grazzanise Air Base,格拉扎尼塞空军基地,llm:codex:deepseek-v4.1-flash
4381,LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,格罗塞托机场,llm:codex:deepseek-v4.1-flash
4385,LJCE,Cerklje ob Krki Air Base,采尔克列奥布克尔基空军基地,llm:codex:deepseek-v4.1-flash
4393,LKCS,České Budějovice South Bohemian Airport,捷克布杰约维采机场,llm:codex:deepseek-v4.1-flash
4394,LKCV,Čáslav Air Base,恰斯拉夫空军基地,llm:codex:deepseek-v4.1-flash
4397,LKKB,Prague–Kbely Air Base,布拉格-克贝利空军基地,llm:codex:deepseek-v4.1-flash
4398,LKKU,Kunovice Airport,库诺维采机场,llm:codex:deepseek-v4.1-flash
4400,LKLN,Plzeň-Líně Airport,比尔森-利涅机场,llm:codex:deepseek-v4.1-flash
4403,LKNA,Náměšť Air Base,纳梅什季空军基地,llm:codex:deepseek-v4.1-flash
4410,LKVO,Vodochody Airport,沃多霍迪机场,llm:codex:deepseek-v4.1-flash
4413,LLEK,Tel Nof Air Base,特尔诺夫空军基地,llm:codex:deepseek-v4.1-flash
4419,LLIB,Rosh Pina Airport,罗什平纳机场,llm:codex:deepseek-v4.1-flash
4421,LLMZ,Bar Yehuda Airfield,巴尔·耶胡达机场,llm:codex:deepseek-v4.1-flash
4422,LLNV,Nevatim Air Base,内瓦提姆空军基地,llm:codex:deepseek-v4.1-flash
4424,LLRD,Ramat David Air Base,拉马特戴维空军基地,llm:codex:deepseek-v4.1-flash
4425,LLRM,Ramon Air Base,拉蒙空军基地,llm:codex:deepseek-v4.1-flash
4428,LOAN,Wiener Neustadt East Airport,维也纳新城东机场,llm:codex:deepseek-v4.1-flash
4436,LOXZ,Hinterstoisser Air Base,策尔特韦格空军基地,llm:codex:deepseek-v4.1-flash
4437,LPAR,Alverca Air Base,阿尔韦卡空军基地,llm:codex:deepseek-v4.1-flash
4453,LPMR,Monte Real Air Base,蒙特雷亚尔空军基地,llm:codex:deepseek-v4.1-flash
4454,LPMT,Montijo Air Base,蒙蒂茹空军基地,llm:codex:deepseek-v4.1-flash
4464,LPTN,Tancos Airbase,坦科斯空军基地,llm:codex:deepseek-v4.1-flash
4466,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),维塞乌机场,llm:codex:deepseek-v4.1-flash
4486,LRTC,Tulcea Danube Delta Airport,图尔恰多瑙河三角洲机场,llm:codex:deepseek-v4.1-flash
4489,LSGC,Les Eplatures Airport,拉绍德封机场,llm:codex:deepseek-v4.1-flash
4493,LSMA,Alpnach Air Base,阿尔卑纳赫空军基地,llm:codex:deepseek-v4.1-flash
4494,LSMD,Dübendorf Air Base,迪本多夫空军基地,llm:codex:deepseek-v4.1-flash
4495,LSME,Emmen Air Base,埃门空军基地,llm:codex:deepseek-v4.1-flash
4506,LSZR,Sankt Gallen Altenrhein Airport,圣加仑-阿尔滕莱茵机场,llm:codex:deepseek-v4.1-flash
4507,LSZS,Engadin Airport,萨梅丹机场,llm:codex:deepseek-v4.1-flash
4511,LTAE,Akıncı Air Base,阿肯哲空军基地,llm:codex:deepseek-v4.1-flash
4513,LTAG,İncirlik Air Base,因吉尔利克空军基地,llm:codex:deepseek-v4.1-flash
4521,LTAR,Sivas Nuri Demirağ Airport,锡瓦斯努里·德米拉机场,llm:codex:deepseek-v4.1-flash
4528,LTBA,İstanbul Atatürk Airport,伊斯坦布尔阿塔图尔克机场,llm:codex:deepseek-v4.1-flash
4535,LTBL,Çiğli Airbase,奇利空军基地,llm:codex:deepseek-v4.1-flash
4540,LTBQ,Cengiz Topel Airport,坚吉兹·托佩尔机场,llm:codex:deepseek-v4.1-flash
4543,LTBT,Akhisar Airport / Akhisar Air Base,阿克希萨尔机场,llm:codex:deepseek-v4.1-flash
4546,LTBX,İstanbul Samandıra Army Air Base,伊斯坦布尔萨曼德拉陆军航空基地,llm:codex:deepseek-v4.1-flash
4566,LTFD,Balıkesir Koca Seyit Airport,巴勒克埃西尔科贾塞伊特机场,llm:codex:deepseek-v4.1-flash
4582,HL56,Matan al-Sarra Air Base,马坦萨拉空军基地,llm:codex:deepseek-v4.1-flash
4602,HL77,Okba Ibn Nafa Air Base,奥克巴·伊本·纳法空军基地,llm:codex:deepseek-v4.1-flash
4611,LYBT,Batajnica Air Base,巴塔伊尼察空军基地,llm:codex:deepseek-v4.1-flash
4619,LZMC,Malacky/Kuchyňa Air Base,马拉茨基/库希尼亚空军基地,llm:codex:deepseek-v4.1-flash
4624,LZZI,Žilina-Dolný Hričov Airport,日利纳-下赫里乔夫机场,llm:codex:deepseek-v4.1-flash
4627,MBNC,North Caicos Airport,北凯科斯机场,llm:codex:deepseek-v4.1-flash
4629,MBSC,South Caicos Airport,南凯科斯机场,llm:codex:deepseek-v4.1-flash
4630,LUBM,Mărculești Air Base,默尔库莱什蒂空军基地,llm:codex:deepseek-v4.1-flash
4632,MDBH,Maria Montez International Airport,玛丽亚·蒙特兹国际机场,llm:codex:deepseek-v4.1-flash
4639,MDSI,San Isidro Air Base,圣伊西德罗空军基地,llm:codex:deepseek-v4.1-flash
4646,MGRB,Rubelsanto Airport,鲁贝尔桑托机场,llm:codex:deepseek-v4.1-flash
4648,MGSJ,San José Airport,圣何塞机场,llm:codex:deepseek-v4.1-flash
4660,MHLC,Golosón International Airport,戈洛松国际机场,llm:codex:deepseek-v4.1-flash
4667,MHTJ,Trujillo Airport,特鲁希略机场,llm:codex:deepseek-v4.1-flash
4679,MKBS,Ian Fleming International Airport,伊恩·弗莱明国际机场,llm:codex:deepseek-v4.1-flash
4682,MKKJ,Ken Jones Airport,肯·琼斯机场,llm:codex:deepseek-v4.1-flash
4683,MKTP,Tinson Pen Airport,廷森彭机场,llm:codex:deepseek-v4.1-flash
4690,MMAN,Del Norte International Airport,德尔诺特国际机场,llm:codex:deepseek-v4.1-flash
4693,MMCB,General Mariano Matamoros International Airport,库埃纳瓦卡国际机场,llm:codex:deepseek-v4.1-flash
4703,MMCU,General Roberto Fierro Villalobos International Airport,奇瓦瓦国际机场,llm:codex:deepseek-v4.1-flash
4704,MMCV,General Pedro Jose Mendez International Airport,维多利亚城国际机场,llm:codex:deepseek-v4.1-flash
4709,MMES,Ensenada International Airport / El Ciprés Air Base,恩塞纳达国际机场,llm:codex:deepseek-v4.1-flash
4711,MMGM,General José María Yáñez International Airport,瓜伊马斯国际机场,llm:codex:deepseek-v4.1-flash
4716,MMIO,Plan de Guadalupe International Airport,萨尔蒂约国际机场,llm:codex:deepseek-v4.1-flash
4717,MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,伊斯特佩克国家机场,llm:codex:deepseek-v4.1-flash
4721,MMLM,Valle del Fuerte International Airport,洛斯莫奇斯国际机场,llm:codex:deepseek-v4.1-flash
4723,MMLP,Manuel Márquez de León International Airport,拉巴斯国际机场,llm:codex:deepseek-v4.1-flash
4725,MMMA,General Servando Canales International Airport,马塔莫罗斯国际机场,llm:codex:deepseek-v4.1-flash
4729,MMMT,Minatitlán/Coatzacoalcos International Airport,米纳蒂特兰/夸察夸尔科斯国际机场,llm:codex:deepseek-v4.1-flash
4734,MMNG,Nogales International Airport,诺加莱斯国际机场,llm:codex:deepseek-v4.1-flash
4735,MMNL,Quetzalcóatl International Airport,新拉雷多国际机场,llm:codex:deepseek-v4.1-flash
4748,MMRX,General Lucio Blanco International Airport,雷诺萨国际机场,llm:codex:deepseek-v4.1-flash
4754,MMTB,Terán Air Base,特兰空军基地,llm:codex:deepseek-v4.1-flash
4787,MPCE,Alonso Valderrama Airport,阿隆索·巴尔德拉马机场,llm:codex:deepseek-v4.1-flash
4788,MPCH,Changuinola Captain Manuel Niño International Airport,昌吉诺拉曼努埃尔·尼诺国际机场,llm:codex:deepseek-v4.1-flash
4789,MPDA,Enrique Malek International Airport,恩里克·马莱克国际机场,llm:codex:deepseek-v4.1-flash
4792,MPSA,Ruben Cantu Airport,鲁本·坎图机场,llm:codex:deepseek-v4.1-flash
4795,MRAO,Aerotortuguero Airport,托尔图格罗机场,llm:codex:deepseek-v4.1-flash
4796,MRBA,Buenos Aires Airport,布宜诺斯艾利斯机场,llm:codex:deepseek-v4.1-flash
4798,MRCC,Coto 47 Airport,科托47机场,llm:codex:deepseek-v4.1-flash
4809,MRNS,Nosara Airport,诺萨拉机场,llm:codex:deepseek-v4.1-flash
4826,MUBA,Gustavo Rizo Airport,古斯塔沃·里索机场,llm:codex:deepseek-v4.1-flash
4832,MUCF,Jaime Gonzalez Airport,海梅·冈萨雷斯机场,llm:codex:deepseek-v4.1-flash
4837,MUGM,Leeward Point Field,背风角机场,llm:codex:deepseek-v4.1-flash
4838,MUGT,Mariana Grajales Airport,玛丽安娜·格拉哈莱斯机场,llm:codex:deepseek-v4.1-flash
4841,MUKW,Kawama Airport,卡瓦马机场,llm:codex:deepseek-v4.1-flash
4846,MUMO,Orestes Acosta Airport,奥雷斯特斯·阿科斯塔机场,llm:codex:deepseek-v4.1-flash
4847,MUMZ,Sierra Maestra International Airport,马埃斯特拉山国际机场,llm:codex:deepseek-v4.1-flash
4849,MUNG,Rafael Cabrera Airport,拉斐尔·卡布雷拉机场,llm:codex:deepseek-v4.1-flash
4851,MUPB,Playa Baracoa Airport,普拉亚巴拉科阿机场,llm:codex:deepseek-v4.1-flash
4856,MUSN,Siguanea Airport,锡瓜内阿机场,llm:codex:deepseek-v4.1-flash
4858,MUTD,Alberto Delgado Airport,阿尔贝托·德尔加多机场,llm:codex:deepseek-v4.1-flash
4860,MUVT,Hermanos Ameijeiras Airport,阿梅赫拉斯兄弟机场,llm:codex:deepseek-v4.1-flash
4861,MWCB,Charles Kirkconnell International Airport,查尔斯·柯克康奈尔国际机场,llm:codex:deepseek-v4.1-flash
4933,MYBC,Chub Cay Airport,查布礁机场,llm:codex:deepseek-v4.1-flash
4938,MYCI,Colonel Hill Airport,科洛内尔希尔机场,llm:codex:deepseek-v4.1-flash
4943,MYEN,Normans Cay Airport,诺曼礁机场,llm:codex:deepseek-v4.1-flash
4950,MYMM,Mayaguana Airport,马亚瓜纳机场,llm:codex:deepseek-v4.1-flash
4973,NGTE,Tabiteuea North Airport,北塔比特韦亚机场,llm:codex:deepseek-v4.1-flash
4980,NTAR,Rurutu Airport,鲁鲁图机场,llm:codex:deepseek-v4.1-flash
4981,NTAT,Tubuai Airport,图布艾机场,llm:codex:deepseek-v4.1-flash
4985,NTGC,Tikehau Airport,提克豪机场,llm:codex:deepseek-v4.1-flash
4988,NTGI,Manihi Airport,马尼希机场,llm:codex:deepseek-v4.1-flash
4990,NTGK,Kaukura Airport,考库拉机场,llm:codex:deepseek-v4.1-flash
4993,NTGT,Takapoto Airport,塔卡波托机场,llm:codex:deepseek-v4.1-flash
4995,NTGV,Mataiva Airport,马塔伊瓦机场,llm:codex:deepseek-v4.1-flash
5000,NTKR,Takaroa Airport,塔卡罗阿机场,llm:codex:deepseek-v4.1-flash
5001,NTMD,Nuku Hiva Airport,努库希瓦机场,llm:codex:deepseek-v4.1-flash
5004,NTTG,Rangiroa Airport,伦吉拉机场,llm:codex:deepseek-v4.1-flash
5005,NTTH,Huahine-Fare Airport,胡阿希内-法雷机场,llm:codex:deepseek-v4.1-flash
5007,NTTO,Hao Airport,豪机场,llm:codex:deepseek-v4.1-flash
5009,NTTR,Raiatea Airport,赖阿特阿机场,llm:codex:deepseek-v4.1-flash
5013,NWWD,Koné Airport,科内机场,llm:codex:deepseek-v4.1-flash
5025,NZAR,Ardmore Airport,阿德莫尔机场,llm:codex:deepseek-v4.1-flash
5031,NZGT,Glentanner Airport,格伦坦纳机场,llm:codex:deepseek-v4.1-flash
5037,NZKT,Kaitaia Airport,凯塔亚机场,llm:codex:deepseek-v4.1-flash
5039,NZMC,Mount Cook Airport,库克山机场,llm:codex:deepseek-v4.1-flash
5040,NZMO,Manapouri Airport,马纳普里机场,llm:codex:deepseek-v4.1-flash
5041,NZMS,Hood Airport,胡德机场,llm:codex:deepseek-v4.1-flash
5043,NZNR,Hawke's Bay Airport,霍克斯湾机场,llm:codex:deepseek-v4.1-flash
5047,NZOU,Oamaru Airport,奥马鲁机场,llm:codex:deepseek-v4.1-flash
5050,NZPP,Paraparaumu Airport,帕拉帕劳姆机场,llm:codex:deepseek-v4.1-flash
5054,NZSP,Amundsen–Scott South Pole Station Airport,阿蒙森-斯科特南极站机场,llm:codex:deepseek-v4.1-flash
5056,NZTU,Timaru Airport,蒂马鲁机场,llm:codex:deepseek-v4.1-flash
5057,NZUK,Pukaki Airport,普卡基机场,llm:codex:deepseek-v4.1-flash
5059,NZWD,Williams Field Skiway,威廉姆斯机场,llm:codex:deepseek-v4.1-flash
5064,NZWO,Wairoa Airport,怀罗阿机场,llm:codex:deepseek-v4.1-flash
5065,NZWP,RNZAF Base Auckland-Whenuapai,新西兰皇家空军奥克兰基地-温努阿派,llm:codex:deepseek-v4.1-flash
5067,NZWS,Westport Airport,韦斯特波特机场,llm:codex:deepseek-v4.1-flash
5074,OAMN,Maymana Zahiraddin Faryabi Airport,迈马纳扎希鲁丁·法里亚比机场,llm:codex:deepseek-v4.1-flash
5080,OBBS,Sheik Isa Air Base,谢赫伊萨空军基地,llm:codex:deepseek-v4.1-flash
5089,OEDR,King Abdulaziz Air Base,阿卜杜勒阿齐兹国王空军基地,llm:codex:deepseek-v4.1-flash
5092,OEGT,Gurayat Domestic Airport,古赖亚特国内机场,llm:codex:deepseek-v4.1-flash
5096,OEJF,King Faisal Naval Base,费萨尔国王海军基地,llm:codex:deepseek-v4.1-flash
5098,OEKK,King Khaled Military City Airport,哈立德国王军事城机场,llm:codex:deepseek-v4.1-flash
5109,OEPS,Prince Sultan Air Base,苏丹王子空军基地,llm:codex:deepseek-v4.1-flash
5114,OERR,Arar Domestic Airport,阿拉尔国内机场,llm:codex:deepseek-v4.1-flash
5118,OESH,Sharurah Domestic Airport,沙鲁拉国内机场,llm:codex:deepseek-v4.1-flash
5124,OETN,Ras Tanajib Airport,拉斯坦纳吉卜机场,llm:codex:deepseek-v4.1-flash
5127,OEWD,Wadi Al Dawasir Domestic Airport,瓦迪达瓦西尔国内机场,llm:codex:deepseek-v4.1-flash
5134,OIAI,Shahid Asiyaee Airport,沙希德·阿西亚伊机场,llm:codex:deepseek-v4.1-flash
5138,OIBA,Abu Musa Island Airport,阿布穆萨岛机场,llm:codex:deepseek-v4.1-flash
5142,OIBJ,Jam Airport,贾姆机场,llm:codex:deepseek-v4.1-flash
5146,OIBQ,Khark Airport,哈尔克机场,llm:codex:deepseek-v4.1-flash
5148,OIBV,Lavan Airport,拉万机场,llm:codex:deepseek-v4.1-flash
5152,OICS,Sanandaj Airport,萨南达季机场,llm:codex:deepseek-v4.1-flash
5157,OIFP,Badr Air Base,巴德尔空军基地,llm:codex:deepseek-v4.1-flash
5162,OIHS,Nojeh Air Base,诺杰空军基地,llm:codex:deepseek-v4.1-flash
5205,OITZ,Zanjan Airport,赞詹机场,llm:codex:deepseek-v4.1-flash
5210,OIZI,Iranshahr Airport,伊朗沙赫尔机场,llm:codex:deepseek-v4.1-flash
5219,OKAS,Ali Al Salem Air Base,阿里·萨利姆空军基地,llm:codex:deepseek-v4.1-flash
5223,OLKA,Rene Mouawad Air Base,勒内·穆阿瓦德空军基地,llm:codex:deepseek-v4.1-flash
5227,OMAD,Al Bateen Executive Airport,巴廷行政机场,llm:codex:deepseek-v4.1-flash
5231,OMAM,Al Dhafra Air Base,达夫拉空军基地,llm:codex:deepseek-v4.1-flash
5236,OMDM,Al Minhad Air Base,明哈德空军基地,llm:codex:deepseek-v4.1-flash
5241,OOMA,RAFO Masirah,马西拉空军基地,llm:codex:deepseek-v4.1-flash
5245,OOTH,Thumrait Air Base,苏姆莱特空军基地,llm:codex:deepseek-v4.1-flash
5254,OPJA,Shahbaz Air Base,沙赫巴兹空军基地,llm:codex:deepseek-v4.1-flash
5259,OPMA,Mangla Airport,曼格拉机场,llm:codex:deepseek-v4.1-flash
5261,OPMI,Mianwali Air Base,米扬瓦利空军基地,llm:codex:deepseek-v4.1-flash
5263,OPMR,Masroor Air Base,马斯鲁尔空军基地,llm:codex:deepseek-v4.1-flash
5268,OPPG,Panjgur Airport,潘杰古尔机场,llm:codex:deepseek-v4.1-flash
5269,OPPI,Pasni Airport,帕斯尼机场,llm:codex:deepseek-v4.1-flash
5274,OPRN,PAF Base Nur Khan (Benazir Bhutto International Airport),巴基斯坦空军努尔汗基地（贝娜齐尔·布托国际机场）,llm:codex:deepseek-v4.1-flash
5275,OPRS,Risalpur Air Base,里萨尔普尔空军基地,llm:codex:deepseek-v4.1-flash
5276,OPRT,Rawalakot Airport,拉瓦拉科特机场,llm:codex:deepseek-v4.1-flash
5278,OPSF,Faisal Air Base,费萨尔空军基地,llm:codex:deepseek-v4.1-flash
5280,OPSS,Saidu Sharif Airport,赛杜沙里夫机场,llm:codex:deepseek-v4.1-flash
5281,OPSU,Sui Airport,苏伊机场,llm:codex:deepseek-v4.1-flash
5286,ORAA,Al Asad Air Base,阿萨德空军基地,llm:codex:deepseek-v4.1-flash
5287,ORAT,Al Taqaddum Air Base,塔卡杜姆空军基地,llm:codex:deepseek-v4.1-flash
5288,ORBD,Balad Southeast Airport / Joint Base Balad,巴拉德东南机场/巴拉德联合基地,llm:codex:deepseek-v4.1-flash
5295,ORQW,Qayyarah West Airport,盖亚拉机场,llm:codex:deepseek-v4.1-flash
5296,ORSH,Al Sahra Army Air Field,萨赫拉陆军机场,llm:codex:deepseek-v4.1-flash
5298,ORTF,Tall Afar Army Air Field,泰勒阿费尔陆军机场,llm:codex:deepseek-v4.1-flash
5299,ORTI,Al Taji Army Air Field,塔吉陆军机场,llm:codex:deepseek-v4.1-flash
5300,ORTL,Ali Air Base,阿里空军基地,llm:codex:deepseek-v4.1-flash
5301,ORUB,Ubaydah Bin Al Jarrah Airport,乌拜达·本·贾拉赫机场,llm:codex:deepseek-v4.1-flash
5307,OSPR,Palmyra Airport,巴尔米拉机场,llm:codex:deepseek-v4.1-flash
